Timestamp,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your degree tech related?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course ,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team? ,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
27/07/2021 04:34:26,Male,31,Malaysian,Malaysia,Kuala Lumpur,Gombak,Undergraduate Degree,Bachelor Of Networking System,Unikl MIIT,No,No,No,,,Senior Web Developer,MYR,7500,0,0,14,"Health Insurance, Sick Time (Unlimited), Remote Work, Company Laptop, Phone Bill Reimbursement","PHP, Javascript, Laravel, Vue JS, React JS","Selangor, Malaysia",Retail / ecommerce,11-50 employees,2 - 10 people,,7,6,4,2800,
27/07/2021 04:54:55,Male,24,Malaysian,Malaysia,KL,Cheras,SPM,,TSUN JIN HIGH SCHOOL,No,Yes,No,,,Developer,MYR,4000,0,0,0,Self Employed,"Python , Javascript , MYSQL , PHP","KL, Malaysia",Financial Services,1-10 employees,Team of 1,,10,3,2,2000,
27/07/2021 04:59:47,Male,25,Malaysian,Malaysia,Selangor,Cyberjaya,SPM,,MRSM,No,No,No,,,Data Engineer,MYR,9000,0,0,20,"Sick Time (Unlimited), Remote Work","GCP, Apache Big Data Stack","Kuala Lumpur, Malaysia",Retail / ecommerce,51-200 employees,2 - 10 people,Fave,7,5,5,8000,
27/07/2021 05:03:25,Male,34,Malaysian,Malaysia,Negeri Sembilan,Pajam,Undergraduate Degree,Bachelor in Electronic Engineering major in computer,Malaysia Multimedia University,No,No,No,,,Software Engineer,MYR,14500,16000,,14,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Transport Allowance, Company Laptop, Phone Bill Reimbursement","nodejs, sitecore, .NET",Malaysia,Healthcare,">10,000employees",2 - 10 people,,6,10,6,3000,
27/07/2021 05:11:50,Male,38,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Electrical Enginering Major Information System,UTHM,Yes,Yes,No,Basic .Net programming - Minister of Human Resource ,,Senior Specialist Web Application,MYR,7700,14750,,20,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Phone Bill Reimbursement",".Net, C#, SQL Server, jQuery, JS","Kuala Lumpur, Malaysia",Diverse,">10,000employees",11 - 50 people,,7,11,5,1600,
27/07/2021 07:11:48,Male,35,Malaysian,Malaysia,Selangor ,Ampang,Undergraduate Degree,Bachelor of Sciences (bioinformatics),UKM,Yes,No,No,,,Senior System Analyst,MYR,13000,20000,,24,"Health Insurance, Life Insurance, Paternity Leave, Sick Time (Unlimited), Remote Work, Employee Discount, Company Laptop","Java, Mssql, Azure, Mysql, Mongo Atlas, Xcode, React, React Native, Springboot, K8S","Kuala Lumpur, Malaysia",Financial Services,">10,000employees",2 - 10 people,FWD Technology and Innovation Malaysia,8,12,4,1800,
27/07/2021 07:28:48,Male,29,Malaysian,Malaysia,Kuala lumpur,Kuala Lumpur ,Undergraduate Degree,Bachelor of Mechanical Engineering ,Unikl,No,No,No,,,Sr. Web developer ,MYR,7800,0,0,14,"Health Insurance, Life Insurance, Dental Insurance, Paternity Leave, Remote Work, Learning and Development, Company Laptop",javascript,"Selangor, Malaysia ","Professional Services (Law, Consulting, etc.)",11-50 employees,2 - 10 people,,7,4,5,3000,
27/07/2021 07:29:02,Male,23,Malaysian,Malaysia,Johor,Tangkak,Undergraduate Degree,Bachelor of Computer Science,IIUM,Yes,No,No,,,Data Scien Intern,MYR,1500,0,0,60,"Employee Assistance Program, Sick Time (Unlimited), Remote Work, Company Laptop","Tensorflow, Blockchain","Selangor, Malaysia","Data Infrastructure, Telecom",1-10 employees,2 - 10 people,,8,3,1,1000,
27/07/2021 07:47:13,Male,29,Malaysian,Malaysia,Selangor,Gombak,Undergraduate Degree,Bachelor of Information Technology,International Islamic University of Malaysia (IIUM),Yes,No,Yes,,Network+,Software Developer,MYR,4750,0,0,12,"Health Insurance, Paternity Leave, Company Laptop","PHP, Laravel, Vue JS","Damansara, Selangor",Government and Government Linked Companies (GLC),"1,001-10,000 employees",11 - 50 people,MYEG,3,5,3,2500,
27/07/2021 07:58:22,Male,23,Malaysian,Malaysia,KL,KL,Undergraduate Degree,Computer Science ,UMT,Yes,Yes,No,,,Developer ,MYR,3000,,,19,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Company Laptop",spring boot,"KL,KL",Financial Services,"1,001-10,000 employees",2 - 10 people,,6,0,6,3000,
27/07/2021 08:13:56,Male,29,Malaysian,Malaysia,Selangor ,Shah alam ,Post grad,Post grad of computing,Australian National University ,Yes,No,No,,,IT Specialist ,MYR,6500,0,0,15,Health Insurance,"Reactjs, nextjs, python, docker, react native, nodejs, aws, alibaba cloud","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)",11-50 employees,Team of 1,,1,3,2,3000,
27/07/2021 08:39:17,Female,24,Malaysian,Malaysia,Terengganu ,Kemaman ,Undergraduate Degree,Bachelor of Information Technology ,International Islamic University Malaysia ,Yes,No,No,,,SAP Consultant ,MYR,3200,0,,38400,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Employee Discount, Learning and Development, Transport Allowance, Company Laptop, Immigration Assistance",Laptop ,Kuala Lumpur ,"Professional Services (Law, Consulting, etc.)",201-1000 employees,200+ people,,7,1 month,0,3200,
27/07/2021 08:48:18,Male,30,Malaysian,Malaysia,Kuala Lumpur ,Kuala Lumpur,Undergraduate Degree,Bachelor in Software Engineering,Asia Pacific University,Yes,No,No,,,Senior Web Developer,MYR,6000,18000,0,20,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Employee Discount, Learning and Development, Company Laptop, Phone Bill Reimbursement","Javascript, Graphql, node.js","Kuala Lumpur, Malaysia",Communication,"1,001-10,000 employees",51 - 200 people,,10,2,3,3000,
27/07/2021 08:53:40,Male,27,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,UTAR,Yes,No,No,,,Backend Lead,MYR,10400,0,0,15,"Maternity Leave, Paternity Leave, Company Laptop","AWS, PHP, MySQL, etc","Selangor, Malaysia","Transport, Logistics",51-200 employees,11 - 50 people,,7,5.5,0,3000,
27/07/2021 09:00:54,Male,24,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Computer Science,UCSI University,Yes,No,No,,,Mobile App Developer,MYR,3500,0,0,16,"Health Insurance, Maternity Leave, Remote Work",MacBook,"Selangor, Malaysia",Healthcare,1-10 employees,Team of 1,,10,1.5 years,1,2600,
27/07/2021 09:07:23,Male,34,Malaysian,Malaysia,shah alam,shah alam,Masters Degree,software engineering,UTM,Yes,No,No,,,Automation Engineer,RM,13500,15000,,18,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Employee Discount, Learning and Development, Company Laptop",golang,"pj, malaysia","Transport, Logistics","1,001-10,000 employees",2 - 10 people,,8,10,3,2500,
27/07/2021 09:13:50,Male,24,Malaysian,Malaysia,Sarawak,Miri,Undergraduate Degree,Bachelor of Computer Science,UCTS,Yes,No,No,,,Software Engineer,MYR,2700,0,0,12,Health Insurance,Java,"Sarawak, Malaysia",Government and Government Linked Companies (GLC),201-1000 employees,2 - 10 people,,5,0,0,2700,
27/07/2021 09:14:51,Male,32,Malaysian,Malaysia,Selangor,kajang,Masters Degree,mechanical engineering,university aix marseille,No,Yes,No,Full Stack web development - next academy,,Full Stack developer,MYR,6000,,,20,"Remote Work, Learning and Development","ruby on rails, node, react","delaware, united states","Transport, Logistics",11-50 employees,2 - 10 people,,8,7,7,3000,
27/07/2021 09:16:33,Male,26,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",A Level,Sunway College,No,Yes,No,Next Academy,,Full Stack Developer,MYR,4725,0,,17,Employee Discount,"NodeJS, HTML, CSS, JS, Firebase, Linux, Git, AngularJS","Kuala Lumpur, Malaysia ",Healthcare,51-200 employees,2 - 10 people,,9,4,0,2000,
27/07/2021 09:25:53,Female,15,Malaysian,Malaysia,KL,KL,UPSR,,,No,No,No,,,    ,MYR,9200000,,,12,"Free Drinks, Remote Work","Laravel,PHP,JAVASCRIPT,HTML,JQUERY",malaysia,Auto Vehicles,11-50 employees,11 - 50 people,,10,2,0,10000,
27/07/2021 09:26:47,Male,28,Malaysian,Malaysia,Selangor / KL,Selangor / KL,Undergraduate Degree,Bachelor of Computer Science,UNITEN,Yes,No,No,,,Lead Frontend Engineer,MYR,12000,0,0,20,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Learning and Development, Company Laptop, Company Phones, Company Car",React,Cyberjaya,"Public Service, Social Service",51-200 employees,11 - 50 people,,7,5,4,3800,
27/07/2021 09:29:44,Male,33,Malaysian,Malaysia,Confidential,Confidential,Undergraduate Degree,Actuarial Mathematics,University of Wisconsin-Madison,No,No,No,,,Software Engineer,MYR,30000,20000,0,30,"Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Learning and Development, Company Laptop","Haskell, Rescript","OKC, USA","Energy, Utilities",51-200 employees,11 - 50 people,,9,8,1,20000,
27/07/2021 09:35:29,Male,24,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Computer Science ,University Malaysia Sabah,Yes,No,No,,,Software Engineer,MYR,1300,0,0,4,"Free Snacks, Free Drinks, Remote Work, Company Laptop","Java EE, SQL and JSP ","Petaling Jaya, Malaysia ",Financial Services,201-1000 employees,2 - 10 people,,5,0.5,0,1300,
27/07/2021 09:43:29,Female,24,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Bachelor of Computer Science,INTI Nilai University,Yes,No,No,,,Java Developer,MYR,3700,0,0,14,"Health Insurance, Maternity Leave, Free Snacks, Transport Allowance","React Native, Graphql","Selangor, Malaysia",Tech Outsourcing,11-50 employees,2 - 10 people,,6,2,1,2750,
27/07/2021 09:46:25,Female,31,Malaysian,Malaysia,Selangor,Petaling Jaya,Masters Degree,MPharm (HONS) Pharmacy,University of Portsmouth,No,Yes,No,Full Stack Web Development Bootcamp - Next Academy,,Senior Mobile Engineer,MYR,13000,0,0,100,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Gym/Wellness Reimbursement, Employee Discount, Company Laptop",React Native,"Kuala Lumpur, Malaysia",Financial Services,201-1000 employees,51 - 200 people,Moneylion,7,6,4,4800,
27/07/2021 10:00:07,Male,24,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,University of Malaya,Yes,No,No,,,Site Reliability Engineer,MYR,7200,0,0,12,"Health Insurance, Sick Time (Unlimited), Remote Work, Transport Allowance, Company Laptop","Kubernetes, AWS","Kuala Lumpur, Kuala Lumpur",Financial Services,201-1000 employees,51 - 200 people,,7,2,1,7200,
27/07/2021 10:11:09,Male,38,Malaysian,Malaysia,Selangor,Batu Caves,Masters Degree,Master in Data Analytics,International Islamic University Malaysia,Yes,No,No,,,Senior Architect,MYR,26500,70000,,24,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Company Phones, Immigration Assistance","AI/ML, Python, Dataiku, Hadoop, Oracle","London, UK",Financial Services,"1,001-10,000 employees",2 - 10 people,Global Bank,7,13,4,2400,
27/07/2021 10:14:28,Male,26,Malaysian,Malaysia,Penang,Bayan Lepas,Undergraduate Degree,Bachelor of Mechatronic Engineering ,Universiti Teknologi Malaysia,Yes,No,No,,,Software Engineer,MYR ,3750,5500,0,15,"Health Insurance, Life Insurance, Dental Insurance, Free Lunch, Learning and Development, Tuition Reimbursement, Transport Allowance, Student Load Repayment Plan, Company Laptop, Relocation Bonus","Laptop, PLC, ARM embedded hardware","Penang, Malaysia",Semiconductor ,201-1000 employees,2 - 10 people,,6,2,0,3300,
27/07/2021 10:40:27,Male,36,Malaysian,Malaysia,Putrajaya,Putrajaya,Undergraduate Degree,,,Yes,No,No,,,Lead developer,Myr,12000,,,14,"Paternity Leave, Company Laptop","Node, php, sas",Putrajaya,"Data Infrastructure, Telecom",201-1000 employees,2 - 10 people,,10,8,3,2400,
27/07/2021 10:44:14,Male,25,Malaysian,Malaysia,SELANGOR,PETALING JAYA,Undergraduate Degree,BACHELOR OF COMPUTER SCIENCE,UNIVERSITI SAINS MALAYSIA,Yes,No,Yes,,CCNA,SOFTWARE DEVELOPER,MYR,4200,0,0,14,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Free Dinner, Free Snacks, Free Drinks, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop","VUEJS, DOCKER, EXPRESSJS, MONGO, MYSQL, PYTHON, KUBENETES, ASP.NET CORE, JENKINS","SELANGOR, MALAYSIA",Business,201-1000 employees,11 - 50 people,FUSIONEX,7,1,0,3150,
27/07/2021 10:46:43,Male,21,Malaysian,Malaysia,,,Undergraduate Degree,,,Yes,No,No,,,Industrial Intern,MYR,500,0,,0,Remote Work,"Excel, github","Kuala Lumpur, Malaysia",Financial Services,51-200 employees,11 - 50 people,Finology,5,0,2,1500,
27/07/2021 10:56:01,Male,23,Malaysian,Malaysia,Negeri sembilan ,Port dickson ,Masters Degree,Bachelor degree of software engineering ,Taruc,Yes,No,No,,,Junior backend software developer ,MYR,3400,500,,20,"Health Insurance, Maternity Leave, Remote Work, Phone Bill Reimbursement",Java,"Selangor, Malaysia",Financial Services,51-200 employees,11 - 50 people,,7,1.5,1,3200,
27/07/2021 10:57:49,Female,25,Malaysian,Malaysia,Perak,Sitiawan,Undergraduate Degree,Bachelor of Computer Science Hons. Information System,Multimedia University,Yes,No,No,,,Web Developer,MYR,2700,0,0,15,"Health Insurance, Maternity Leave, Free Snacks, Free Drinks, Remote Work, Employee Discount, Company Laptop","Javascript, jQuery, Spark AR",Petaling Jaya,Entertainment,51-200 employees,2 - 10 people,,6,1,1,2700,
27/07/2021 10:58:04,Male,31,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Masters Degree,Master of Enginneering  E&E,University of Southampton,Yes,No,Yes,,Azure Developer Associate,Senior Software Engineer,MYR,6000,12500,0,13,"Health Insurance, Life Insurance, Vacation/Personal Days, Company Laptop","Angular, VueJS, Typescript, Java Spring, SQL, Docker, Kotlin","Kuala Lumpur, Malaysia","Industrials (Manufacturing, Construction, etc.)",51-200 employees,51 - 200 people,,7,6,4,2600,
27/07/2021 10:59:24,Male,23,Malaysian,Malaysia,Kedah,Kulim,Undergraduate Degree,Bachelor of Computer Science,TARUC,Yes,No,Yes,,CCNA,Junior Java Developer,MYR,3500,7000,0,14,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Transport Allowance, Company Laptop",Not sure of question.,"Selangor, Malaysia",BPO,51-200 employees,11 - 50 people,Zchwantech Sdn Bhd,10,1,1,3200,
27/07/2021 10:59:54,Male,32,Malaysian,Malaysia,Selangor,KLang,Undergraduate Degree,Bachelor of Computing and Information System,LJMU,Yes,No,No,,,Jr Software Engineer,BTC,1,1,0,25,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Transport Allowance, Company Laptop, Company Phones, Phone Bill Reimbursement",ASP.NET 3.5,"Selangor, Malaysia",Financial Services,201-1000 employees,2 - 10 people,,1,6,1,0.08,
27/07/2021 11:10:10,Male,27,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Bachelor in IT,MMU,Yes,No,No,,,Software Engineer,MYR,7000,0,0,12,"Health Insurance, Life Insurance, Paternity Leave","Node js, React, AWS",Selangor,"Public Service, Social Service",11-50 employees,2 - 10 people,,3,3,3,2700,
27/07/2021 11:21:12,Male,38,Malaysian,Malaysia,Selangor,Selangor,Undergraduate Degree,CS,UTM,Yes,No,No,,,SWE,MRY,8000,0,20000,14,Vacation/Personal Days,Javascript,KL,Retail / ecommerce,11-50 employees,2 - 10 people,,8,5,3,3500,
27/07/2021 11:30:29,Male,26,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Bachelor of Information Communication and Technology,UTP,Yes,No,Yes,,CEH,FullStack Engineer + ML Engineer,MYR,6800,0,0,14,"Health Insurance, Remote Work, Company Laptop","Python, Nodejs",Shah Alam,"Professional Services (Law, Consulting, etc.)",1-10 employees,2 - 10 people,,9,3,1,4000,
27/07/2021 11:36:52,Male,25,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Software Engineering,UTAR,Yes,No,No,,,Mobile App Developer,MYR,3800,500,,14,Sick Time (Unlimited),"Vscode, MacOS, Xcode, Android Studio",Kuala Lumpur,Business,1-10 employees,2 - 10 people,,6,2,0,2800,
27/07/2021 11:39:39,Male,26,Malaysian,Malaysia,Selangor,Sea park,Undergraduate Degree,Bachelor of IT in Software System Development,TARUC,Yes,No,No,,,Advanced software developer,MYR,5300,No idea yet,0,14,"Paternity Leave, Remote Work, Company Laptop","Angular, asp.net",Selangor,Healthcare,51-200 employees,2 - 10 people,,6,4,2,5300,
27/07/2021 11:41:09,Male,24,Malaysian,Malaysia,Selangor Darul Ehsan,Bandar Sunway,Undergraduate Degree,Bachelor of Information Technology ,Asia Pacific University,Yes,Yes,No,Learn VueJS 2 - Udemy by Maximillian Schwarzmuller,,Mobile Developer,MYR,4000,0,0,19,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Gym/Wellness Reimbursement, Employee Discount, Learning and Development","React, Cordova","KL, Malaysia",Financial Services,">10,000employees",51 - 200 people,OCBC Bank,7,1 year 10 months,2,2500,
27/07/2021 12:01:23,Male,30,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Bachelor of Actuarial Science,Drake University,No,No,No,,,Data Engineer,MYR,5980,0,0,20,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Employee Discount, Company Laptop","GCP, python, sql,gitlab,kubernetes","KL, Malaysia",Retail / ecommerce,"1,001-10,000 employees",2 - 10 people,,5,6,4,3000,
27/07/2021 12:40:21,Male,22,Malaysian,Malaysia,Selangor,Kajang,Undergraduate Degree,Bachelor of computer science,Asia pacific university of technology and innovation,Yes,No,No,,,Software developer,MYR,3500,0,0,14,"Health Insurance, Maternity Leave, Paternity Leave, Remote Work",Blockchain,Petaling Jaya,Technology,201-1000 employees,2 - 10 people,,9,1,1,3500,
27/07/2021 13:05:37,Male,31,Malaysian,Malaysia,Selangor,Telok panglima garang,Undergraduate Degree,B.sc. of Aerospace Engineering,Uia,Yes,No,No,,,Technical Lead,MYR,11000,,,12,"Health Insurance, Free Snacks, Free Drinks","Angular, NodeJs, MongoDB, Express, Flutter, Dart",Shah alam,Retail / ecommerce,51-200 employees,2 - 10 people,,10,10,4,2500,
27/07/2021 13:07:42,Male,32,Syrian,Malaysia,,Petaling Jaya,Undergraduate Degree,Bachelor of Software Engineering,,Yes,No,No,,,Software Engineering Manager,MYR,13230,20000,140000,14,"Health Insurance, Life Insurance, Dental Insurance, Employee Assistance Program, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Company Laptop, Company Phones, Immigration Assistance, Phone Bill Reimbursement, Relocation Bonus",Android,"Petaling Jaya, Malaysia","Transport, Logistics",">10,000employees",200+ people,,8,10,8,11400,
27/07/2021 13:08:16,Male,33,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur,Undergraduate Degree,Bachelor of Computer Science,Universiti Malaysia Pahang,Yes,No,No,,,Full Stack Developer,MYR,9000,0,0,14,"Remote Work, Company Laptop",Javascript,"Shah Alam, Malaysia","Data Infrastructure, Telecom","1,001-10,000 employees",11 - 50 people,,7,9,7,2500,
27/07/2021 14:12:14,Male,27,Lebanon,Malaysia,KL,KL City,Undergraduate Degree,​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​BS in Computer Science,American University of Beirut,Yes,No,No,,,Backend Developer,MYR,9000,0,0,14,"Health Insurance, Company Laptop","Java, Spring Boot, Hibernate, MySQL, Kubernetes","Kuala Lumpur, Malaysia",Financial Services,51-200 employees,2 - 10 people,,5,4,1,7000,
27/07/2021 14:15:41,Male,24,Malaysian,Malaysia,KUALA LUMPUr,Kuala lumpur,Undergraduate Degree,Bachelor of Information systems,Universiti Teknologi Petronas,Yes,No,Yes,,Microsoft Azure AI-100,Android Developer,MYR,2500,2500,0,12,Health Insurance,Android ,KUALA LUMPUR,Financial Services,51-200 employees,2 - 10 people,-,8,1,1,2500,
27/07/2021 14:17:16,Male,25,Malaysian,Malaysia,WP,KL,Undergraduate Degree,Bachelor in Information Technology (Internet Engineering and Cloud Computing),Nilai University,Yes,No,No,,,Software Engineer L1,MYR,4000,4000,0,22,"Health Insurance, Maternity Leave, Paternity Leave, Free Snacks, Free Drinks, Company Laptop, Company Phones","Swift, Objective C, Kotlin, Java","KL, Malaysia",Financial Services,201-1000 employees,11 - 50 people,,7,1.5,1,3000,
27/07/2021 14:37:20,Male,27,Malaysian,Malaysia,Selangor,Batu Caves,Undergraduate Degree,Computational Science,University Malaysia Sarawak,Yes,No,No,,,Frontend Developer,MYR,5750,0,0,14,"Health Insurance, Maternity Leave, Paternity Leave, Remote Work, Learning and Development, Company Laptop","HTML, CSS, Javascript, JQuery, PHP","Kuala Lumpur, Malaysia",Financial Services,201-1000 employees,11 - 50 people,,10,3,1,2700,
27/07/2021 14:40:10,Male,29,Malaysian,Malaysia,Selangor,Subang Jaya / Puchong,Undergraduate Degree,Bachelor of Engineering (Hons) Biomedical Electronics Engineering,Universiti Malaysia Perlis (UniMAP),No,No,No,,,Senior Analyst,MYR,6594,6594,0,24,"Health Insurance, Dental Insurance, Employee Assistance Program, Paternity Leave, Vacation/Personal Days, Free Snacks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop","Python, SQL","Selangor, Malaysia",Fast Moving Consumer Goods (FMCG),">10,000employees",51 - 200 people,Tobacco,7,6,5,3500,
27/07/2021 14:41:49,Male,24,Malaysian,United States,California,San Francisco,Undergraduate Degree,Bachelor of Computer Science,San Francisco State University,Yes,No,Yes,,AWS Cloud Practitioner,Software Engineer I,USD,10000,0,0,14,"Health Insurance, Life Insurance, Dental Insurance, Vacation/Personal Days, Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks, Remote Work, Company Laptop, Company Phones","Hack (PHP), Python, JavaScript(React), GraphQL","California, USA",Technology,">10,000employees",2 - 10 people,Facebook (Contractor position),8,9 months,2 internships,10000,
27/07/2021 14:48:21,Male,31,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Bachelor of Multimedia,Multimedia University,No,No,No,,,Software Developer,MYR,11000,15000,,14,"Health Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Learning and Development, Company Laptop","React, ReactNative, Flutter, NodeJS, Express","Puchong, Selangor, Malaysia",Financial Services,51-200 employees,2 - 10 people,,10,10,6,2500,
27/07/2021 15:03:40,Male,35,Malaysian,Malaysia,Selangor,Sungai Buloh,Undergraduate Degree,Bc Computer Science,UTeM,Yes,No,No,,,Software Engineer,MYR,8500,0,,14,"Health Insurance, Paternity Leave, Vacation/Personal Days, Remote Work, Company Laptop",Java,PJ,Communication,51-200 employees,11 - 50 people,,7,10,4,1800,
27/07/2021 15:34:36,Male,29,Malaysian,Malaysia,Selangor,PJ,Undergraduate Degree,Bachelor of Computer Science,IIUM,Yes,No,Yes,,Azure,IT Support,MYR,7000,7000,0,12,"Maternity Leave, Vacation/Personal Days, Company Laptop, Company Phones, Phone Bill Reimbursement","Windows Server, VMWare, Azure",US,Software,201-1000 employees,11 - 50 people,manabolegtaw X-D,7,5,5,600,
27/07/2021 16:22:14,Female,30,Malaysian,Malaysia,Selangor,Petaling Jaya,Masters Degree,Master of Forensic and Investigative Science,"West Virginia University, USA",No,No,No,,,Software Engineer,MYR,6426,MYR3000,,14,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited), Learning and Development, Company Laptop","ReactJS, React Native, Go, PostgreSQL, NodeJs, Docker","Hong Kong, PRC","Transport, Logistics",51-200 employees,11 - 50 people,,10,1,1,4500,
27/07/2021 16:36:09,Female,24,Malaysian,Malaysia,Selangor,PJ,Undergraduate Degree,Bachelor of Software Engineering,Taylor's University,Yes,No,No,,,IT Developer ,MYR,4800,7000,0,20,"Health Insurance, Dental Insurance, Maternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Gym/Wellness Reimbursement, Company Laptop, Company Phones, Immigration Assistance, Relocation Bonus","Macbook Pro 16"", iPhone 11 ","Selangor, Malaysia","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,11 - 50 people,,7,2,0,4000,
27/07/2021 16:47:46,Male,28,Malaysian,Malaysia,JOHOR,JOHOR BAHRU,Undergraduate Degree,Bachelor of Computer Science,Multimedia University,Yes,No,No,,,SOFTWARE ENGINEER,MYR,4000,0,,14,"Health Insurance, Sick Time (Unlimited), Remote Work, Company Laptop","ANGULAR, JAVA","JOHOR BAHRU, MALAYSIA","Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,,8,1.5,1,2300,
27/07/2021 16:48:14,Male,25,Malaysian,Malaysia,,Kuala Lumpur,Undergraduate Degree,IT,IIUM,Yes,Yes,No,Udemy,,PHP Developer,MYR,3000,300,0,14,"Health Insurance, Maternity Leave, Paternity Leave, Employee Discount, Company Laptop","Jira, Slack, Bitbucket, VSCode","Kuala Lumpur, Malaysia",Retail / ecommerce,51-200 employees,2 - 10 people,,6,2,1,2300,
27/07/2021 16:48:31,Male,25,Malaysian,Malaysia,Selangor,PJ,Undergraduate Degree,Bachelor of Mechanical Engineering,University Teknologi Malaysia,Yes,No,No,is Udemy a bootcamp?,,Software Engineer(R&D),MYR,3380,0,0,16,"Health Insurance, Life Insurance, Dental Insurance, Vacation/Personal Days, Remote Work, Learning and Development, Company Laptop",GCP Fast API Vuejs (Nuxt) Express,Selangor,"Industrials (Manufacturing, Construction, etc.)",201-1000 employees,2 - 10 people,,8,2,1,3300,
